,planet_name,starname,number_stars,number_planets,spectral_type,star_temp,star_radius,star_mass,right_ascencion,declination,distance,alpha,delta,X,Y,Z
1973,HD 222076 b,HD 222076,1,1,K0 III,4806.0,4.1,1.07,354.531982,-70.9032461,91.1538,6.1877503895212715,-1.2374950947968286,29.686569880510874,-2.841768035706557,-86.1373738722094
1974,HD 222155 b,HD 222155,1,1,G2 V,5765.0,1.67,1.13,354.5025617,48.9960191,50.6078,6.187236908419346,0.8551418536650288,33.05163375263338,-3.1810189189996865,38.191884553642446
1976,HD 222582 b,HD 222582,2,1,,5790.0,1.13,1.12,355.4640788,-5.9862379,42.1586,6.204018547628574,-0.10447956116267106,41.797385172534014,-3.3158937553962384,-4.396702776144607
1980,HD 224538 b,HD 224538,1,1,F9 IV/V,6097.0,1.54,1.34,359.7164302,-61.5868613,79.0608,6.278236080510364,-1.0748935056540754,37.618716520249784,-0.18618507525790798,-69.53709513005873
1981,HD 224693 b,HD 224693,1,1,G2 IV,6037.0,1.7,1.33,359.9749837,-22.4279999,93.5015,6.28274869037792,-0.39144244289195895,86.42901004274293,-0.0377363603340146,-35.67289308772907
1983,HD 22496 b,HD 22496,1,1,,4385.0,0.67,0.68,53.7565398,-48.4178173,13.5956,0.9382286139893741,-0.8450503285140711,5.334741548425777,7.277411216226175,-10.169570195511962
1984,HD 22781 b,HD 22781,1,1,K1,5027.0,,0.75,55.2065581,31.8258855,32.6034,0.963536207538545,0.5554664893377218,15.807090419336301,22.74897824757006,17.19306757755901
1985,HD 23079 b,HD 23079,1,1,,5927.0,,1.01,54.9281897,-52.9162344,33.4591,0.9586777624250363,-0.9235625180370861,11.592743005250911,16.51206777177408,-26.692158030488013
1988,HD 23127 b,HD 23127,1,1,,5843.0,1.49,1.21,54.8491271,-60.077229,93.8555,0.957297859739849,-1.0485454515246204,26.95468092797506,38.280336912212476,-81.34442735804686
1991,HD 231701 b,HD 231701,1,1,,6167.0,1.42,1.52,293.017622,16.4743566,108.877,5.114122270264172,0.28753176481765846,40.82471795559991,-96.09482477533598,30.876013088531888
1994,HD 233604 b,HD 233604,1,1,K5,4791.0,10.9,1.5,137.4535054,53.5682016,847.058,2.3990162376378055,0.9349414922920946,-370.6029995397729,340.1487506479167,681.5126554428645
1995,HD 233832 b,HD 233832,2,1,,4981.0,0.68,0.71,171.5196515,50.3763099,58.742,2.993582650548231,0.8792324727600155,-37.052677393597286,5.524568101182626,45.246003240743825
1997,HD 23472 b,HD 23472,1,2,,4813.0,0.69,,55.4590314,-62.7672667,39.0341,0.9679426978969203,-1.095495466392396,10.127806044950974,14.713499768680586,-34.70736855601258
2001,HD 23596 b,HD 23596,2,1,,5982.0,1.58,1.1,57.0018601,40.5307308,52.0018,0.9948701385061842,0.7073947006994753,21.52543273781075,33.148615673782636,33.79367141347382
2004,HD 238090 b,HD 238090,1,1,M0.0 V,3933.0,0.57,0.58,183.0886375,54.486153,15.2354,3.1954995473653596,0.9509627665953859,-8.837383071370361,-0.47685786887561266,12.401237042438467
2005,HD 238914 b,HD 238914,1,1,,4769.0,12.73,1.47,279.5842102,59.2538819,519.452,4.879665004577913,1.0341753337428734,44.21527542599828,-261.8552446809216,446.4383726295241
2006,HD 240210 b,HD 240210,1,1,K3 III,4297.0,,0.82,347.6219227,57.0294818,372.405,6.067147103228217,0.9953522281161823,197.95447588884082,-43.44371753040663,312.42943668565
2007,HD 240237 b,HD 240237,1,1,,3926.0,71.23,8.76,348.9259334,58.0432233,933.377,6.089906383424453,1.0130453550552885,484.8184305699784,-94.88972805181882,791.9214942271202
2009,HD 24040 b,HD 24040,1,2,,5776.49,1.39,1.1,57.5962104,17.4752873,46.6224,1.0052435081514002,0.3050013011169501,23.83103100835217,37.54620678078681,14.000446393360312
2015,HD 24064 b,HD 24064,1,1,,4052.0,40.0,1.61,59.1510071,74.0800789,300.247,1.0323798297655429,1.2929412869421792,42.230187436474296,70.70426815569284,288.7313262232696
2017,HD 24085 b,HD 24085,1,1,G0 V,6034.0,,1.22,56.2563447,-70.0245193,54.9004,0.9818584401518616,-1.2221584189113148,10.417972607322428,15.595336066807096,-51.59753152890577
2018,HD 25015 b,HD 25015,1,1,K1 V,5160.0,0.83,0.86,59.4335463,-20.2673347,37.433,1.0373110690714935,-0.35373172111869716,17.85749051150242,30.2357567264855,-12.966824468943344
2019,HD 25171 b,HD 25171,2,1,,6125.0,1.23,1.08,58.9574779,-65.1863239,55.6146,1.0290021080267922,-1.137715979326471,12.035683332155331,19.997109177993053,-50.48011177098863
2021,HD 26161 b,HD 26161,1,1,,6057.62,1.46,1.13,62.4122255,31.6524346,40.9128,1.089298828472164,0.5524392000421744,16.12857887778272,30.867165792640154,21.469611620912154
2022,HD 2638 b,HD 2638,3,1,G5,5192.0,,0.93,7.4990038,-5.76496,54.9621,0.13088230692956634,-0.1006175332457723,54.21641343817445,7.136767243880398,-5.520824541462356
2024,HD 2685 b,HD 2685,1,1,,6888.0,1.59,,7.3289156,-76.304032,196.852,0.12791370782077574,-1.331756590947114,46.22782050757523,5.945634678698677,-191.25466776888575
2026,HD 26965 b,HD 26965,3,1,K0 V,5072.0,0.87,0.78,63.8082666,-7.6676027,5.03545,1.1136643421603276,-0.13382491284980702,2.2026566858386745,4.478020280238021,-0.6718590600767286
2027,HD 27442 b,HD 27442,2,1,,,,1.2,64.1205476,-59.3028771,18.2704,1.119114673801748,-1.0350304613005465,4.07105614179369,8.391666907235944,-15.710313318593139
2029,HD 27631 b,HD 27631,1,1,,5737.0,0.92,0.94,64.9392168,-41.9606604,50.2862,1.1334031468264159,-0.7323516802912009,15.838918013065479,33.872804403866326,-33.622369167457606
2031,HD 27894 b,HD 27894,1,3,,,,,65.1975693,-59.4096776,43.8214,1.1379122485821747,-1.0368944816683228,9.354865174043022,20.24352769576477,-37.722687894240536
2036,HD 27969 b,HD 27969,1,1,G0 V,5966.0,1.27,1.16,66.7068364,42.90872,67.9328,1.164253928769201,0.7488984418163414,19.67556701257702,45.70116473359157,46.25084778214035
2037,HD 28185 b,HD 28185,1,1,,5662.0,1.03,1.02,66.6100461,-10.5510754,39.3809,1.1625646193502082,-0.1841510053561777,15.369370439741623,35.53361190795466,-7.211113774643921
2042,HD 28254 b,HD 28254,2,1,G1 IV/V,5664.0,1.48,1.06,66.2108141,-50.6228081,55.2884,1.1555967064708859,-0.8835346779502549,14.148787861095908,32.09600187001151,-42.73716930941873
2043,HD 285507 b,HD 285507,1,1,K4.5 V,4503.0,0.66,0.73,61.755663,15.3349441,45.0293,1.077839651102039,0.26764526515427856,20.550641720213715,38.25567234707965,11.90850606290716
2045,HD 285968 b,HD 285968,1,1,,3703.49,0.48,0.51,70.7353853,18.953358,9.47045,1.234565371151797,0.33079850140920747,2.9551937956823657,8.455445593936577,3.075986449976486
2048,HD 28678 b,HD 28678,1,1,,5076.0,6.2,1.74,67.8560643,4.5752495,189.908,1.1843117394799814,0.0798531678752243,71.35479881333248,175.3398406849661,15.148644126771009
2051,HD 29021 b,HD 29021,1,1,G5,5560.0,0.85,0.85,69.4681379,60.6762985,30.9939,1.2124477315844593,1.0590011867478966,5.323721186619613,14.214836116165232,27.022551029236713
2052,HD 290327 b,HD 290327,1,1,G8 V,5552.0,1.0,0.9,80.8399887,-2.2780391,56.433,1.4109239700900107,-0.039759282784168355,8.976593214060598,55.66931440219966,-2.243144502328658
2054,HD 2952 b,HD 2952,1,1,,4844.0,10.76,1.97,8.2938367,54.8948177,110.103,0.14475475803774118,0.9580953111470608,62.65572793901656,9.133598994454553,90.07501171157534
2056,HD 30177 b,HD 30177,1,2,,5580.0,,0.99,70.4770964,-58.0208085,55.5867,1.2300573794254424,-1.0126541429941125,9.838146342489935,27.746813777782553,-47.150889902681676
2062,HD 30562 b,HD 30562,1,1,F8 V,5994.0,1.53,1.23,72.1529519,-5.6751152,26.1597,1.2593065756880986,-0.09904944566997649,7.978051231585176,24.778795593777808,-2.586869064715057
2065,HD 30669 b,HD 30669,1,1,G9 V,5400.0,0.91,0.92,72.1198522,-28.4190757,58.0844,1.258728876941676,-0.4960064413385123,15.68436371991965,48.61731295397817,-27.643356149285022
2066,HD 30856 b,HD 30856,2,1,,4895.0,4.4,1.17,72.5745099,-24.3689282,131.199,1.2666641507762206,-0.42531803227209525,35.78914495355628,114.02550389387717,-54.1340850688431
2069,HD 31253 b,HD 31253,1,1,,6130.0,1.75,1.7,73.6822877,12.3520103,58.1438,1.28599852076672,0.21558324897525255,15.958124598111821,54.509970631938614,12.437959617892623
2072,HD 31527 b,HD 31527,1,3,G2 V,5898.0,,0.96,73.9096193,-23.2413163,38.4473,1.2899662056805468,-0.4056374919324262,9.791090772847191,33.94341716771358,-15.17148146182283
2075,HD 3167 b,HD 3167,1,3,,5366.0,0.84,0.89,8.7401487,4.3807215,47.2899,0.15254437192890213,0.07645801378790477,46.60420054745596,7.164869902855863,3.6121700704225455
2092,HD 32518 b,HD 32518,1,1,K1 III,4580.0,10.22,1.13,77.4037569,69.6391355,122.115,1.3509504113182793,1.2154322027174675,9.265682927979752,41.46505365753466,114.48523778223948
2093,HD 32963 b,HD 32963,1,1,,5727.0,,0.94,76.9820146,26.3276805,38.0786,1.3435896195883457,0.459504709138107,7.687746259884444,33.25166295971359,16.88802077856502
2095,HD 330075 b,HD 330075,1,1,K1,5017.0,,0.7,237.4054997,-49.9639199,45.2989,4.1435076321074105,-0.872034909457716,-15.697110485963432,-24.55007909445271,-34.6826279289441
2097,HD 331093 b,HD 331093,1,1,K0,5544.0,,1.03,295.6200054,31.7395451,50.1928,5.159542428993417,0.5539595650802329,18.45761570472825,-38.48952174171969,26.40436157967573
2098,HD 33142 b,HD 33142,1,2,,5009.0,3.97,1.78,76.8980559,-13.9863374,121.375,1.3421242638376514,-0.24410763792482315,26.698122224847214,114.7107132961719,-29.335186206168377
2102,HD 332231 b,HD 332231,1,1,F8,6089.0,1.28,1.13,306.741134,33.7443882,80.6665,5.353642739601124,0.5889506781611229,40.124983230247636,-53.751216625967544,44.809336686126656
2104,HD 33283 b,HD 33283,2,1,G3/G5 V,5935.0,1.97,1.38,77.0044889,-26.7976689,89.8623,1.3439818701204265,-0.4677075541642871,18.03752992156499,78.15706178215254,-40.513629425163074
2107,HD 33564 b,HD 33564,1,1,F6 V,6250.0,,1.25,80.6378979,79.2318488,20.9531,1.407396820242021,1.382856634002318,0.636830110292652,3.862633060098777,20.58414226689217
2108,HD 33844 b,HD 33844,1,2,,4861.0,5.39,1.84,78.1505649,-14.9509775,105.779,1.3639846697985132,-0.2609437837665905,20.98540456828111,100.02027412793281,-27.29018870361179
2111,HD 34445 b,HD 34445,1,6,,5879.0,1.38,1.14,79.4207483,7.3527156,46.0907,1.386153552232689,0.12832909618275037,8.392457754853968,44.93468935147409,5.898556790394784
2120,HD 35759 b,HD 35759,1,1,G0,6060.0,,1.15,82.8886636,64.3183753,71.2423,1.4466800923979761,1.1225674185183956,3.8221685328046995,30.63677958176722,64.20470445267269
2121,HD 3651 b,HD 3651,1,1,,5274.92,0.87,0.9,9.8387218,21.2488844,11.1336,0.17171808959774304,0.3708629951556598,10.22406781306221,1.7731198044822565,4.035038100546034
2126,HD 37124 b,HD 37124,1,3,G4 V,,,0.85,84.2599947,20.7289784,31.6634,1.4706143352279717,0.3617889236547861,2.9617967268634673,29.46519051257154,11.207194464566282
2140,HD 37605 b,HD 37605,1,2,,5340.0,0.95,0.68,85.0074276,6.0595116,46.7864,1.4836595002707011,0.10575842848278964,4.048912048079879,46.34847808837671,4.938837421719551
2149,HD 3765 b,HD 3765,1,1,,5049.8,0.83,0.85,10.2072994,40.1842918,17.926,0.1781509822668417,0.7013481994921587,13.478229360021079,2.4268889715874886,11.566720331980573
2150,HD 38283 b,HD 38283,1,1,,5998.0,,1.08,84.2605324,-73.6998131,38.0615,1.4706237198633598,-1.286304396699449,1.068326631247455,10.629161787143726,-36.53159427347363
2152,HD 38529 b,HD 38529,2,2,,5541.0,2.84,0.98,86.6451363,1.1675866,42.3538,1.5122429092742573,0.020378230472166022,2.478028269183277,42.272436878064354,0.8630357624068974
2164,HD 38801 b,HD 38801,1,1,,5338.0,2.03,1.21,86.9963141,-8.3280256,91.4349,1.5183721181441676,-0.1453514669103763,4.7406839734310555,90.3464327365851,-13.243449144681158
2169,HD 39091 b,HD 39091,1,2,G0 V,6037.0,1.1,1.09,84.2992798,-80.4646041,18.2702,1.4712999895699468,-1.4043722728587287,0.30063744814322213,3.011615759619484,-18.017768887439573
2175,HD 39855 b,HD 39855,1,1,G8 V,5576.0,,0.87,88.6260731,-19.7044472,23.2599,1.5468167787081777,-0.3439074809253776,0.5250514732317603,21.891606519524863,-7.842501702566187
2176,HD 40307 b,HD 40307,1,5,K3 V,4977.0,,0.77,88.5172191,-60.0237289,12.9363,1.544916918004212,-1.0476116986294743,0.1672531384078934,6.46134535667415,-11.205842237845314
2190,HD 40956 b,HD 40956,1,1,,4869.0,8.56,2.0,91.6628015,63.453875,116.593,1.5998176877769972,1.1074790418989169,-1.5120190074628428,52.085582429015595,104.30116754164976
2191,HD 40979 b,HD 40979,3,1,,6165.0,1.21,1.45,91.1253346,44.2597855,34.0883,1.59043712075151,0.7724789832014447,-0.4794687662803939,24.4087439814061,23.790660433084504
2195,HD 41004 A b,HD 41004 A,2,2,,,,,89.9566041,-48.2394189,36.69117,1.5700389254580305,-0.8419366890537812,0.01850863911252512,24.43702522351624,-27.369205535133993
2196,HD 41004 B b,HD 41004 B,2,2,,,,,89.9565956,-48.2394114,41.5504,1.570038777105044,-0.8419365581540874,0.02096395683894168,27.673369957740707,-30.993868681636503
2198,HD 4113 b,HD 4113,3,1,G5,5688.0,,0.99,10.8027515,-37.9831248,41.8727,0.1885435819497562,-0.6629305879559126,32.418845399810124,6.185839013160719,-25.769688859908047
2199,HD 42012 b,HD 42012,1,1,K0,5405.0,0.82,0.83,92.485473,34.1341722,36.7984,1.6141760141143175,0.5957536923327165,-1.320886904225495,30.430331215129094,20.648787918030088
2200,HD 4203 b,HD 4203,1,2,,5625.06,1.5,1.14,11.1722288,20.4483925,81.3795,0.19499217734613505,0.3568917758651146,74.8065247072655,14.774414175256679,28.43103176547153
2208,HD 4208 b,HD 4208,1,1,,5669.81,0.94,0.85,11.1125532,-26.5150392,34.1937,0.19395064164303194,-0.4627747353353633,30.02342950941622,5.897194147418241,-15.265185926505163
2213,HD 42618 b,HD 42618,1,1,,5716.65,0.99,0.92,93.0032173,6.7819742,24.3358,1.623212356832751,0.1183677795753084,-1.2660804458447672,24.132326295216902,2.8738527321058283
2215,HD 4308 b,HD 4308,1,1,,5685.0,,0.83,11.1652594,-65.6527159,22.0158,0.19487053836924656,-1.1458560553314323,8.904583033064005,1.7575447258700423,-20.057788691274894
2217,HD 4313 b,HD 4313,1,1,,5035.0,4.9,1.72,11.4181301,7.8450492,136.308,0.1992839646660694,0.13692193852094714,132.35978958714324,26.732003259408618,18.605294036540744
2220,HD 43197 b,HD 43197,1,1,G8 V,5508.0,1.0,0.96,93.3993231,-29.8971929,62.4112,1.6301257072289972,-0.5218044532088718,-3.2081682798282163,54.01039330426238,-31.108567258027076
2221,HD 43691 b,HD 43691,3,1,G0,6093.0,1.6,1.32,94.8946124,41.0920773,85.6009,1.6562234287838382,0.7171920453690217,-5.504499253070286,64.27822529391875,56.26299247149206
2223,HD 44219 b,HD 44219,1,1,G2 V,5752.0,1.32,1.0,95.0599971,-10.7250799,52.9051,1.6591099363312614,-0.1871879567944642,-4.584658048903073,51.778348088471596,-9.845465241099483
2224,HD 45184 b,HD 45184,1,2,,5820.13,1.08,1.01,96.1820205,-28.7806402,21.9532,1.6786929389456826,-0.5023169323218393,-2.0720461592328427,19.12941631796393,-10.569533872788506
2228,HD 45350 b,HD 45350,1,1,,5566.0,1.26,0.98,97.1902262,38.9627315,46.8733,1.6962894479480568,0.680027950245509,-4.561798880521507,36.15996207569645,29.474622754971218
2232,HD 45364 b,HD 45364,1,2,K0 V,5434.0,,0.82,96.4105736,-31.4810037,34.354,1.6826819430563227,-0.5494471663975172,-3.2711395389253077,29.114361981555312,-17.94020313496606
2234,HD 45652 b,HD 45652,1,1,G8/K0,5294.0,0.94,0.92,97.3058709,10.9336212,34.8541,1.698307828725538,0.19082768910585343,-4.35180865699053,33.94358444783877,6.610833764010429
2237,HD 46375 b,HD 46375,2,1,,5264.38,0.91,0.93,98.3030763,5.4625071,29.5529,1.715712346274205,0.09533873430856714,-4.248333534367325,29.110325903091848,2.813269700286432
2240,HD 47186 b,HD 47186,1,2,,5657.0,1.08,0.96,99.0367212,-27.6234285,37.4574,1.7285168653196696,-0.48211977801423844,-5.212720399731619,32.7758522877521,-17.367436990116797
2243,HD 4732 b,HD 4732,2,2,K0 IV,4959.0,5.4,1.74,12.3085089,-24.1369079,54.7841,0.21482400631602547,-0.42126851410563027,48.84520406642655,10.657575801558622,-22.402226017813046
2245,HD 47366 b,HD 47366,1,2,,4914.0,6.2,2.19,99.4200181,-12.9856593,84.3552,1.7352066582373569,-0.2266425103272221,-13.453387794511052,81.08949269071994,-18.95521825387873
2249,HD 47536 b,HD 47536,1,1,,,,0.98,99.448958,-32.3394531,122.536,1.7357117547775551,-0.564429934889287,-16.99638930984672,102.12522416305018,-65.5487043050805
2251,HD 4760 b,HD 4760,1,1,,4076.0,42.4,1.05,12.4161652,6.4071412,537.873,0.21670296321154026,0.11182570958018051,522.0120699068045,114.9262045965743,60.02274983403979
2252,HD 48265 b,HD 48265,1,1,G5 V,,,0.93,100.0073683,-48.5418284,90.5446,1.745457853089604,-0.847214730518091,-10.41730439977413,59.035073144695325,-67.85767824648084
2255,HD 4917 b,HD 4917,1,1,,4802.0,5.01,1.32,12.7762624,-12.9276648,204.277,0.2229878449787528,-0.22563031535417424,194.16976255180214,44.02969895259514,-45.701002721172415
2256,HD 49674 b,HD 49674,1,1,,5602.0,1.02,1.03,102.8773483,40.8672284,43.0399,1.795548453555991,0.7132676917445342,-7.253794670883064,31.729368908305425,28.161367217578942
2261,HD 50499 b,HD 50499,1,2,,5978.1,1.43,1.25,103.008075,-33.915267,46.2845,1.797830064891258,-0.5919330758429797,-8.645604790897854,37.42416421807746,-25.82518907245356
2268,HD 50554 b,HD 50554,1,1,,5929.0,,1.05,103.678273,24.2451409,31.1664,1.809527226631539,0.42315753631494124,-6.719860498789934,27.611475469087576,12.798218089123875
2273,HD 51608 b,HD 51608,1,2,G7 V,5358.0,,0.8,103.7137102,-55.2600189,35.0553,1.8101457224492266,-0.9644692745192951,-4.735810557225068,19.40689262838566,-28.80657346798446
2275,HD 52265 b,HD 52265,1,1,,6117.0,1.32,1.32,105.0746449,-5.3668142,29.9803,1.833898513868868,-0.09366857813278547,-7.76301293977444,28.82171056234238,-2.80410742437881
2281,HD 5278 b,HD 5278,1,2,F V,6203.0,1.19,1.13,12.5467785,-83.7437671,57.5846,0.21898259534343537,-1.4616044639183035,6.125422294143761,1.3632212061306241,-57.24165429843518
2284,HD 5319 b,HD 5319,1,2,,4900.0,4.19,1.44,13.7558096,0.7893425,121.405,0.24008416879744415,0.01377662555092334,117.91166702021678,28.865473404889855,1.6724983184205682
2292,HD 55696 b,HD 55696,1,1,G0 V,6012.0,1.52,1.29,108.0622029,-38.174639,77.9693,1.8860412375631648,-0.6662731413102356,-19.00417810996054,58.273506529070126,-48.189743656314654
2293,HD 5583 b,HD 5583,1,1,,4830.0,9.09,1.01,14.486946,34.9853306,219.216,0.25284490625862244,0.6106092088687233,173.89286932759816,44.929487526122564,125.69115244779512
2294,HD 5608 b,HD 5608,1,1,,4877.0,5.14,1.53,14.5594349,33.9505774,58.1105,0.25411007623477133,0.5925493585831759,46.655849943977785,12.117671803091985,32.45341132034625
2297,HD 564 b,HD 564,1,1,G2/G3 V,5902.0,1.01,0.96,2.4694459,-50.2678998,51.1659,0.04309996165487464,-0.8773403595725991,32.67480870236299,1.4091556625594586,-39.3487036558088
2298,HD 5891 b,HD 5891,1,1,,4907.0,8.7,1.91,15.1383168,20.2923139,283.502,0.2642134713699719,0.35416769040321133,256.6791441231439,69.44153395478567,98.32128120715625
2300,HD 59686 A b,HD 59686 A,2,1,K2 III,4658.0,13.2,1.9,112.9518629,17.0857195,89.2721,1.9713819038662306,0.2982020603471993,-33.27593816200055,78.57667907406913,26.22832978936055
2301,HD 60292 b,HD 60292,1,1,K0 III,4348.0,27.0,1.7,114.6201698,66.2350517,315.211,2.0004993522049705,1.1560197323936674,-52.91891204222119,115.47750911779488,288.48311589626394
2302,HD 60532 b,HD 60532,1,2,,6245.0,2.57,1.5,113.5130656,-22.2958661,25.9716,1.9811767387523127,-0.38913627302878734,-9.586920333309513,22.034664999879972,-9.853349858085881
2306,HD 62509 b,HD 62509,1,1,,,8.9,1.7,116.328824,28.026127,,2.030320993773,0.4891481927320808,,,
2310,HD 63433 b,HD 63433,1,2,,5640.0,0.91,0.99,117.4793699,27.3631342,22.4035,2.0504018079233215,0.4775767854550646,-9.180965347816297,17.65198550521359,10.297285819861743
2314,HD 63454 b,HD 63454,1,1,,4812.0,0.77,0.42,114.8406393,-78.2791464,37.6894,2.004347270880196,-1.3662288403306662,-3.216406585856568,6.94799478627716,-36.90353600245272
2317,HD 63765 b,HD 63765,1,1,G9 V,5432.0,,0.86,116.9582617,-54.265345,32.5376,2.0413067540741805,-0.9471089399806424,-8.61484893249063,16.938085143444948,-26.411759943324
2319,HD 63935 b,HD 63935,1,2,,5560.26,0.96,,117.9246417,9.3852412,48.9739,2.0581732668996033,0.16380336003382362,-22.62795745257794,42.69236490536816,7.986263301520392
2323,HD 64114 b,HD 64114,1,1,G7 V,5676.0,,0.95,117.982556,-11.0337221,31.5262,2.059184062118591,-0.19257477939506304,-14.518741178331284,27.325847783914814,-6.033695710503264
2324,HD 6434 b,HD 6434,1,1,,5835.0,,0.79,16.1663441,-39.4904909,42.358,0.2821559325553594,-0.6892390894338587,31.39633940108062,9.101484155555939,-26.93757640134532
2327,HD 65216 b,HD 65216,3,2,,5612.0,,0.87,118.4209646,-63.6466892,35.1205,2.0668357356576497,-1.1108442845335156,-7.420079821949789,13.711156913782332,-31.470559444845154
